gazeTimestamp;gazeXPos;gazeYPos;gazenewCorr;gazesmoothCorr
21.014;0.3102008;0.569773
21.035;0.3102883;0.5680128
21.037;0.3101481;0.5664958
20.746;0.3362889;0.6684836;;
20.747;0.3304566;0.6565327;;
20.768;0.3240109;0.6515487;;
20.769;0.3178321;0.6433434;;
20.769;0.3116232;0.6375778;;
20.77;0.3056163;0.6293395;;
20.771;0.3000118;0.622445;;
20.79;0.3002898;0.62168;;
20.791;0.2946486;0.6150742;;
20.791;0.2949222;0.6144782;;
20.811;0.2955601;0.613506;;
20.812;0.2958492;0.6129392;;
20.813;0.2965362;0.611857;;
20.813;0.2968855;0.6110998;;
20.833;0.2975833;0.6099256;;
20.834;0.2980492;0.6092553;;
20.834;0.2989968;0.6076835;;
20.835;0.2993179;0.6070705;;
20.856;0.3003516;0.6046154;;
20.857;0.3008263;0.6039148;;
20.858;0.3020064;0.601454;;
20.858;0.302613;0.6008241;;
20.878;0.3036461;0.5985601;;
20.878;0.3040787;0.5979026;;
20.879;0.3050199;0.5957891;;
20.88;0.3055829;0.5948832;;
20.9;0.3064199;0.5933408;;
20.907;0.306932;0.5923012;;
20.908;0.3075156;0.5908366;;
20.909;0.3079008;0.5896158;;
20.925;0.3086526;0.5877457;;
20.927;0.3089964;0.586054;;
20.929;0.3093523;0.5843912;;
20.948;0.3096302;0.5826976;;
20.949;0.3098676;0.580774;;
20.971;0.3101519;0.5791531;;
20.972;0.3102981;0.5774697;;
20.992;0.3104464;0.5756221;;
20.993;0.3099002;0.5731153;;
20.994;0.3100809;0.5715539;;
21.014;0.3102008;0.569773;;
21.035;0.3102883;0.5680128;;
21.037;0.3101481;0.5664958;;
21.059;0.3099104;0.5647809
21.08;0.3098446;0.5628866
21.081;0.3099159;0.5610352
21.102;0.3102327;0.5589427
21.103;0.310599;0.5570109
21.104;0.3108059;0.5554251
21.124;0.311523;0.5490094
21.126;0.3116347;0.5475664
21.147;0.3116399;0.5462849
21.148;0.3117055;0.5450679
21.149;0.3117721;0.5436934
21.169;0.3119203;0.5422097
21.191;0.312155;0.5409569
21.192;0.312335;0.539809
21.193;0.3131826;0.5313678
20.9;0.3064199;0.5933408;;
20.907;0.306932;0.5923012;;
20.908;0.3075156;0.5908366;;
20.909;0.3079008;0.5896158;;
20.925;0.3086526;0.5877457;;
20.927;0.3089964;0.586054;;
20.929;0.3093523;0.5843912;;
20.948;0.3096302;0.5826976;;
20.949;0.3098676;0.580774;;
20.971;0.3101519;0.5791531;;
20.972;0.3102981;0.5774697;;
20.992;0.3104464;0.5756221;;
20.993;0.3099002;0.5731153;;
20.994;0.3100809;0.5715539;;
21.014;0.3102008;0.569773;;
21.035;0.3102883;0.5680128;;
21.037;0.3101481;0.5664958;;
21.059;0.3099104;0.5647809;;
21.08;0.3098446;0.5628866;;
21.081;0.3099159;0.5610352;;
21.102;0.3102327;0.5589427;;
21.103;0.310599;0.5570109;;
21.104;0.3108059;0.5554251;;
21.124;0.311523;0.5490094;;
21.126;0.3116347;0.5475664;;
21.147;0.3116399;0.5462849;;
21.148;0.3117055;0.5450679;;
21.149;0.3117721;0.5436934;;
21.169;0.3119203;0.5422097;;
21.191;0.312155;0.5409569;;
21.192;0.312335;0.539809;;
21.193;0.3131826;0.5313678;;
21.214;0.313468;0.530604
21.215;0.3137302;0.5299609
21.236;0.3139517;0.5290205
21.237;0.3142187;0.5277691
21.287;0.3169291;0.5177481
21.289;0.3184634;0.5157409
21.301;0.3232934;0.5057262
21.302;0.3249189;0.5037433
21.304;0.3267551;0.5018843
21.324;0.3301643;0.4959496
21.325;0.3319762;0.4945035
21.326;0.3351403;0.4909808
21.347;0.3357177;0.4901658
21.348;0.3362373;0.4892058
21.059;0.3099104;0.5647809;;
21.08;0.3098446;0.5628866;;
21.081;0.3099159;0.5610352;;
21.102;0.3102327;0.5589427;;
21.103;0.310599;0.5570109;;
21.104;0.3108059;0.5554251;;
21.124;0.311523;0.5490094;;
21.126;0.3116347;0.5475664;;
21.147;0.3116399;0.5462849;;
21.148;0.3117055;0.5450679;;
21.149;0.3117721;0.5436934;;
21.169;0.3119203;0.5422097;;
21.191;0.312155;0.5409569;;
21.192;0.312335;0.539809;;
21.193;0.3131826;0.5313678;;
21.214;0.313468;0.530604;;
21.215;0.3137302;0.5299609;;
21.236;0.3139517;0.5290205;;
21.237;0.3142187;0.5277691;;
21.287;0.3169291;0.5177481;;
21.289;0.3184634;0.5157409;;
21.301;0.3232934;0.5057262;;
21.302;0.3249189;0.5037433;;
21.304;0.3267551;0.5018843;;
21.324;0.3301643;0.4959496;;
21.325;0.3319762;0.4945035;;
21.326;0.3351403;0.4909808;;
21.347;0.3357177;0.4901658;;
21.348;0.3362373;0.4892058;;
21.369;0.3365094;0.4881962
21.37;0.3367781;0.4866986
21.391;0.3367695;0.4848259
21.393;0.3366762;0.4828561
21.394;0.3365512;0.480978
21.414;0.336945;0.4777846
21.415;0.3367522;0.4761501
21.435;0.3365456;0.4746579
21.436;0.3363256;0.4733136
21.437;0.3362186;0.4716265
21.458;0.3360091;0.467602
21.459;0.3358744;0.4660037
21.46;0.3357179;0.4618967
21.461;0.3357786;0.460508
21.482;0.3356192;0.4563039
21.482;0.3356336;0.4546894
21.483;0.3359938;0.4524454
21.504;0.3360322;0.45123
21.505;0.3360382;0.4498189
21.214;0.313468;0.530604;;
21.215;0.3137302;0.5299609;;
21.236;0.3139517;0.5290205;;
21.237;0.3142187;0.5277691;;
21.287;0.3169291;0.5177481;;
21.289;0.3184634;0.5157409;;
21.301;0.3232934;0.5057262;;
21.302;0.3249189;0.5037433;;
21.304;0.3267551;0.5018843;;
21.324;0.3301643;0.4959496;;
21.325;0.3319762;0.4945035;;
21.326;0.3351403;0.4909808;;
21.347;0.3357177;0.4901658;;
21.348;0.3362373;0.4892058;;
21.369;0.3365094;0.4881962;;
21.37;0.3367781;0.4866986;;
21.391;0.3367695;0.4848259;;
21.393;0.3366762;0.4828561;;
21.394;0.3365512;0.480978;;
21.414;0.336945;0.4777846;;
21.415;0.3367522;0.4761501;;
21.435;0.3365456;0.4746579;;
21.436;0.3363256;0.4733136;;
21.437;0.3362186;0.4716265;;
21.458;0.3360091;0.467602;;
21.459;0.3358744;0.4660037;;
21.46;0.3357179;0.4618967;;
21.461;0.3357786;0.460508;;
21.482;0.3356192;0.4563039;;
21.482;0.3356336;0.4546894;;
21.483;0.3359938;0.4524454;;
21.504;0.3360322;0.45123;;
21.505;0.3360382;0.4498189;;
21.528;0.3359469;0.4483678
21.529;0.3358727;0.4468606
21.55;0.335743;0.4452104
21.551;0.3356498;0.4437818
21.573;0.3356184;0.442207
21.595;0.33674;0.4373594
21.595;0.3367857;0.435816
21.596;0.3368981;0.4345912
21.597;0.3381849;0.4295861
21.597;0.3384458;0.4281188
21.598;0.3397249;0.4229658
21.616;0.3398827;0.4219018
21.617;0.3411539;0.4166068
21.618;0.3412245;0.4155983
21.638;0.341423;0.4146532
21.639;0.341513;0.4134874
21.64;0.3417712;0.4126238
21.641;0.3417954;0.4117663
21.668;0.3421821;0.4110074
21.669;0.3424114;0.4101372
21.37;0.3367781;0.4866986;;
21.669;0.3431245;0.409241
21.391;0.3367695;0.4848259;;
21.393;0.3366762;0.4828561;;
21.394;0.3365512;0.480978;;
21.414;0.336945;0.4777846;;
21.415;0.3367522;0.4761501;;
21.435;0.3365456;0.4746579;;
21.436;0.3363256;0.4733136;;
21.437;0.3362186;0.4716265;;
21.458;0.3360091;0.467602;;
21.459;0.3358744;0.4660037;;
21.46;0.3357179;0.4618967;;
21.461;0.3357786;0.460508;;
21.482;0.3356192;0.4563039;;
21.482;0.3356336;0.4546894;;
21.483;0.3359938;0.4524454;;
21.504;0.3360322;0.45123;;
21.505;0.3360382;0.4498189;;
21.528;0.3359469;0.4483678;;
21.529;0.3358727;0.4468606;;
21.55;0.335743;0.4452104;;
21.551;0.3356498;0.4437818;;
21.573;0.3356184;0.442207;;
21.595;0.33674;0.4373594;;
21.595;0.3367857;0.435816;;
21.596;0.3368981;0.4345912;;
21.597;0.3381849;0.4295861;;
21.597;0.3384458;0.4281188;;
21.598;0.3397249;0.4229658;;
21.616;0.3398827;0.4219018;;
21.617;0.3411539;0.4166068;;
21.618;0.3412245;0.4155983;;
21.638;0.341423;0.4146532;;
21.639;0.341513;0.4134874;;
21.64;0.3417712;0.4126238;;
21.641;0.3417954;0.4117663;;
21.668;0.3421821;0.4110074;;
21.669;0.3424114;0.4101372;;
21.67;0.3434455;0.4086463
21.682;0.344097;0.4075525
21.683;0.3444789;0.4068308
21.684;0.3449011;0.405416
21.705;0.3453391;0.4043689
21.706;0.3455129;0.402916
21.707;0.3458315;0.4011561
21.728;0.3459402;0.3995993
21.728;0.3457236;0.3981612
21.729;0.3454233;0.3964842
21.73;0.3449346;0.3952052
21.749;0.3446138;0.3937431
21.75;0.3441935;0.3926817
21.751;0.3439435;0.3915993
21.751;0.3436324;0.3905812
21.772;0.3433529;0.3897483
21.772;0.3431969;0.3886098
21.773;0.343357;0.3879861
21.794;0.3433567;0.3870575
21.795;0.3434013;0.3860585
21.796;0.3434573;0.3850259
21.797;0.3432985;0.3838775
21.817;0.3434684;0.3827859
21.818;0.3433249;0.3817132
21.819;0.3433993;0.3806523
21.819;0.3432811;0.3795226
21.528;0.3359469;0.4483678;;
21.529;0.3358727;0.4468606;;
21.55;0.335743;0.4452104;;
21.551;0.3356498;0.4437818;;
21.573;0.3356184;0.442207;;
21.595;0.33674;0.4373594;;
21.595;0.3367857;0.435816;;
21.596;0.3368981;0.4345912;;
21.597;0.3381849;0.4295861;;
21.597;0.3384458;0.4281188;;
21.598;0.3397249;0.4229658;;
21.616;0.3398827;0.4219018;;
21.617;0.3411539;0.4166068;;
21.618;0.3412245;0.4155983;;
21.638;0.341423;0.4146532;;
21.639;0.341513;0.4134874;;
21.64;0.3417712;0.4126238;;
21.641;0.3417954;0.4117663;;
21.668;0.3421821;0.4110074;;
21.669;0.3424114;0.4101372;;
21.669;0.3431245;0.409241;;
21.67;0.3434455;0.4086463;;
21.682;0.344097;0.4075525;;
21.683;0.3444789;0.4068308;;
21.684;0.3449011;0.405416;;
21.705;0.3453391;0.4043689;;
21.706;0.3455129;0.402916;;
21.707;0.3458315;0.4011561;;
21.728;0.3459402;0.3995993;;
21.728;0.3457236;0.3981612;;
21.729;0.3454233;0.3964842;;
21.73;0.3449346;0.3952052;;
21.749;0.3446138;0.3937431;;
21.75;0.3441935;0.3926817;;
21.751;0.3439435;0.3915993;;
21.751;0.3436324;0.3905812;;
21.772;0.3433529;0.3897483;;
21.772;0.3431969;0.3886098;;
21.773;0.343357;0.3879861;;
21.794;0.3433567;0.3870575;;
21.795;0.3434013;0.3860585;;
21.796;0.3434573;0.3850259;;
21.797;0.3432985;0.3838775;;
21.817;0.3434684;0.3827859;;
21.818;0.3433249;0.3817132;;
21.819;0.3433993;0.3806523;;
21.819;0.3432811;0.3795226;;
21.839;0.3416961;0.3796554
21.84;0.3416802;0.3784096
21.84;0.34175;0.3777214
21.841;0.3419789;0.3767208
21.861;0.3419378;0.3760148
21.862;0.3421502;0.3750547
21.862;0.3422781;0.3743871
21.882;0.3425195;0.3733705
21.883;0.3443122;0.3714719
21.884;0.3443694;0.3707008
21.885;0.3446236;0.370073
21.885;0.3445617;0.3692364
21.904;0.344761;0.3687015
21.905;0.3448208;0.3677251
21.906;0.3449816;0.3671349
21.926;0.3449774;0.3661628
21.927;0.3450502;0.365547
21.928;0.3451972;0.3644995
21.929;0.3451326;0.3637403
21.93;0.3451999;0.36257
21.949;0.345126;0.3617862
21.95;0.3450932;0.360495
21.951;0.3448955;0.3598502
21.971;0.3447337;0.3588066
21.972;0.3445421;0.358259
21.973;0.3443195;0.3573915
21.974;0.3441647;0.3570707
21.682;0.344097;0.4075525;;
21.683;0.3444789;0.4068308;;
21.684;0.3449011;0.405416;;
21.705;0.3453391;0.4043689;;
21.706;0.3455129;0.402916;;
21.707;0.3458315;0.4011561;;
21.728;0.3459402;0.3995993;;
21.728;0.3457236;0.3981612;;
21.729;0.3454233;0.3964842;;
21.73;0.3449346;0.3952052;;
21.749;0.3446138;0.3937431;;
21.75;0.3441935;0.3926817;;
21.751;0.3439435;0.3915993;;
21.751;0.3436324;0.3905812;;
21.772;0.3433529;0.3897483;;
21.772;0.3431969;0.3886098;;
21.773;0.343357;0.3879861;;
21.794;0.3433567;0.3870575;;
21.795;0.3434013;0.3860585;;
21.796;0.3434573;0.3850259;;
21.797;0.3432985;0.3838775;;
21.817;0.3434684;0.3827859;;
21.818;0.3433249;0.3817132;;
21.819;0.3433993;0.3806523;;
21.819;0.3432811;0.3795226;;
21.839;0.3416961;0.3796554;;
21.84;0.3416802;0.3784096;;
21.84;0.34175;0.3777214;;
21.841;0.3419789;0.3767208;;
21.861;0.3419378;0.3760148;;
21.862;0.3421502;0.3750547;;
21.862;0.3422781;0.3743871;;
21.882;0.3425195;0.3733705;;
21.883;0.3443122;0.3714719;;
21.884;0.3443694;0.3707008;;
21.885;0.3446236;0.370073;;
21.885;0.3445617;0.3692364;;
21.904;0.344761;0.3687015;;
21.905;0.3448208;0.3677251;;
21.906;0.3449816;0.3671349;;
21.926;0.3449774;0.3661628;;
21.927;0.3450502;0.365547;;
21.928;0.3451972;0.3644995;;
21.929;0.3451326;0.3637403;;
21.93;0.3451999;0.36257;;
21.949;0.345126;0.3617862;;
21.95;0.3450932;0.360495;;
21.951;0.3448955;0.3598502;;
21.971;0.3447337;0.3588066;;
21.972;0.3445421;0.358259;;
21.973;0.3443195;0.3573915;;
21.974;0.3441647;0.3570707;;
21.993;0.3439702;0.3563799
22.001;0.3438702;0.3559496
22.002;0.3439088;0.3555273
22.004;0.3439181;0.355036
22.005;0.3440993;0.3543751
22.016;0.3440328;0.3538488
22.017;0.344221;0.3531664
22.018;0.3440866;0.3524521
22.041;0.3442667;0.3517988
22.042;0.3440559;0.3512454
22.043;0.3440492;0.3507114
22.044;0.3438752;0.3501709
22.044;0.3437942;0.3497566
22.065;0.3436964;0.3493097
22.065;0.3436433;0.3488371
22.066;0.3437618;0.3484803
22.067;0.3437628;0.3478379
22.086;0.343796;0.3474838
22.087;0.3438148;0.3467205
22.088;0.3438547;0.3463736
22.088;0.3438755;0.3458956
22.108;0.343751;0.3455663
22.109;0.3435681;0.3451666
22.109;0.3433462;0.3448716
22.11;0.3429849;0.3447118
21.817;0.3434684;0.3827859;;
21.818;0.3433249;0.3817132;;
21.819;0.3433993;0.3806523;;
21.819;0.3432811;0.3795226;;
21.839;0.3416961;0.3796554;;
21.84;0.3416802;0.3784096;;
21.84;0.34175;0.3777214;;
21.841;0.3419789;0.3767208;;
21.861;0.3419378;0.3760148;;
21.862;0.3421502;0.3750547;;
21.862;0.3422781;0.3743871;;
21.882;0.3425195;0.3733705;;
21.883;0.3443122;0.3714719;;
21.884;0.3443694;0.3707008;;
21.885;0.3446236;0.370073;;
21.885;0.3445617;0.3692364;;
21.904;0.344761;0.3687015;;
21.905;0.3448208;0.3677251;;
21.906;0.3449816;0.3671349;;
21.926;0.3449774;0.3661628;;
21.927;0.3450502;0.365547;;
21.928;0.3451972;0.3644995;;
21.929;0.3451326;0.3637403;;
21.93;0.3451999;0.36257;;
21.949;0.345126;0.3617862;;
21.95;0.3450932;0.360495;;
21.951;0.3448955;0.3598502;;
21.971;0.3447337;0.3588066;;
21.972;0.3445421;0.358259;;
21.973;0.3443195;0.3573915;;
21.974;0.3441647;0.3570707;;
21.993;0.3439702;0.3563799;;
22.001;0.3438702;0.3559496;;
22.002;0.3439088;0.3555273;;
22.004;0.3439181;0.355036;;
22.005;0.3440993;0.3543751;;
22.016;0.3440328;0.3538488;;
22.017;0.344221;0.3531664;;
22.018;0.3440866;0.3524521;;
22.041;0.3442667;0.3517988;;
22.042;0.3440559;0.3512454;;
22.043;0.3440492;0.3507114;;
22.044;0.3438752;0.3501709;;
22.044;0.3437942;0.3497566;;
22.065;0.3436964;0.3493097;;
22.065;0.3436433;0.3488371;;
22.066;0.3437618;0.3484803;;
22.067;0.3437628;0.3478379;;
22.086;0.343796;0.3474838;;
22.087;0.3438148;0.3467205;;
22.088;0.3438547;0.3463736;;
22.088;0.3438755;0.3458956;;
22.108;0.343751;0.3455663;;
22.109;0.3435681;0.3451666;;
22.109;0.3433462;0.3448716;;
22.11;0.3429849;0.3447118;;
22.13;0.3428626;0.3445574
22.131;0.3424445;0.3443766
22.132;0.3423803;0.3442781
22.132;0.3420131;0.3438693
22.153;0.3420547;0.343777
22.153;0.3419048;0.3432051
22.154;0.3419997;0.3431199
22.155;0.3420905;0.3425759
22.175;0.3422113;0.3424149
22.176;0.3422009;0.3420106
22.177;0.3421716;0.341749
22.177;0.3421751;0.3411439
22.196;0.3422099;0.3406048
22.197;0.3420155;0.3398432
22.198;0.3418832;0.3393053
22.218;0.3417305;0.338505
22.219;0.3416663;0.3377864
22.222;0.3414817;0.3363867
22.241;0.3378612;0.331351
22.243;0.3341055;0.3268631
22.263;0.3325295;0.3198157
22.264;0.3288374;0.3154348
22.264;0.3273707;0.3083612
22.265;0.3235115;0.3039241
22.266;0.3218927;0.2964938
21.971;0.3447337;0.3588066;;
21.972;0.3445421;0.358259;;
21.973;0.3443195;0.3573915;;
21.974;0.3441647;0.3570707;;
21.993;0.3439702;0.3563799;;
22.001;0.3438702;0.3559496;;
22.002;0.3439088;0.3555273;;
22.004;0.3439181;0.355036;;
22.005;0.3440993;0.3543751;;
22.016;0.3440328;0.3538488;;
22.017;0.344221;0.3531664;;
22.018;0.3440866;0.3524521;;
22.041;0.3442667;0.3517988;;
22.042;0.3440559;0.3512454;;
22.043;0.3440492;0.3507114;;
22.044;0.3438752;0.3501709;;
22.044;0.3437942;0.3497566;;
22.065;0.3436964;0.3493097;;
22.065;0.3436433;0.3488371;;
22.066;0.3437618;0.3484803;;
22.067;0.3437628;0.3478379;;
22.086;0.343796;0.3474838;;
22.087;0.3438148;0.3467205;;
22.088;0.3438547;0.3463736;;
22.088;0.3438755;0.3458956;;
22.108;0.343751;0.3455663;;
22.109;0.3435681;0.3451666;;
22.109;0.3433462;0.3448716;;
22.11;0.3429849;0.3447118;;
22.13;0.3428626;0.3445574;;
22.131;0.3424445;0.3443766;;
22.132;0.3423803;0.3442781;;
22.132;0.3420131;0.3438693;;
22.153;0.3420547;0.343777;;
22.153;0.3419048;0.3432051;;
22.154;0.3419997;0.3431199;;
22.155;0.3420905;0.3425759;;
22.175;0.3422113;0.3424149;;
22.176;0.3422009;0.3420106;;
22.177;0.3421716;0.341749;;
22.177;0.3421751;0.3411439;;
22.196;0.3422099;0.3406048;;
22.197;0.3420155;0.3398432;;
22.198;0.3418832;0.3393053;;
22.218;0.3417305;0.338505;;
22.219;0.3416663;0.3377864;;
22.222;0.3414817;0.3363867;;
22.241;0.3378612;0.331351;;
22.243;0.3341055;0.3268631;;
22.263;0.3325295;0.3198157;;
22.264;0.3288374;0.3154348;;
22.264;0.3273707;0.3083612;;
22.265;0.3235115;0.3039241;;
22.266;0.3218927;0.2964938;;
22.285;0.3215928;0.2964035
22.286;0.321467;0.2962779
22.308;0.3204561;0.2898895
22.309;0.3203383;0.2896143
22.31;0.3207125;0.2887347
22.311;0.320585;0.2884874
22.328;0.3209689;0.2876084
22.33;0.320811;0.2872949
22.331;0.3209845;0.2871868
22.351;0.320614;0.2867167
22.352;0.3207331;0.2867717
22.353;0.3209543;0.2870948
22.374;0.3205593;0.2864762
22.375;0.3210368;0.2869651
22.377;0.3211309;0.287012
22.398;0.3212731;0.2870799
22.399;0.3213795;0.2872832
22.401;0.3217492;0.2871953
22.108;0.343751;0.3455663;;
22.109;0.3435681;0.3451666;;
22.109;0.3433462;0.3448716;;
22.11;0.3429849;0.3447118;;
22.13;0.3428626;0.3445574;;
22.131;0.3424445;0.3443766;;
22.132;0.3423803;0.3442781;;
22.132;0.3420131;0.3438693;;
22.153;0.3420547;0.343777;;
22.153;0.3419048;0.3432051;;
22.154;0.3419997;0.3431199;;
22.155;0.3420905;0.3425759;;
22.175;0.3422113;0.3424149;;
22.176;0.3422009;0.3420106;;
22.177;0.3421716;0.341749;;
22.177;0.3421751;0.3411439;;
22.196;0.3422099;0.3406048;;
22.197;0.3420155;0.3398432;;
22.198;0.3418832;0.3393053;;
22.218;0.3417305;0.338505;;
22.219;0.3416663;0.3377864;;
22.222;0.3414817;0.3363867;;
22.241;0.3378612;0.331351;;
22.243;0.3341055;0.3268631;;
22.263;0.3325295;0.3198157;;
22.264;0.3288374;0.3154348;;
22.264;0.3273707;0.3083612;;
22.265;0.3235115;0.3039241;;
22.266;0.3218927;0.2964938;;
22.285;0.3215928;0.2964035;;
22.286;0.321467;0.2962779;;
22.308;0.3204561;0.2898895;;
22.309;0.3203383;0.2896143;;
22.31;0.3207125;0.2887347;;
22.311;0.320585;0.2884874;;
22.328;0.3209689;0.2876084;;
22.33;0.320811;0.2872949;;
22.331;0.3209845;0.2871868;;
22.351;0.320614;0.2867167;;
22.352;0.3207331;0.2867717;;
22.353;0.3209543;0.2870948;;
22.374;0.3205593;0.2864762;;
22.375;0.3210368;0.2869651;;
22.377;0.3211309;0.287012;;
22.398;0.3212731;0.2870799;;
22.399;0.3213795;0.2872832;;
22.401;0.3217492;0.2871953;;
22.422;0.322147;0.2868919
22.446;0.3223369;0.2865615
22.467;0.3222903;0.2856859
22.491;0.3225482;0.2833971
22.492;0.3223017;0.2805216
22.513;0.3217305;0.2771146
22.515;0.3212209;0.2735187
22.515;0.3214303;0.2722244
22.536;0.320824;0.2703587
22.537;0.3210853;0.2693852
22.562;0.3211969;0.2684393
22.564;0.3212196;0.2678189
22.567;0.3211657;0.267056
22.285;0.3215928;0.2964035;;
22.286;0.321467;0.2962779;;
22.308;0.3204561;0.2898895;;
22.309;0.3203383;0.2896143;;
22.31;0.3207125;0.2887347;;
22.311;0.320585;0.2884874;;
22.328;0.3209689;0.2876084;;
22.33;0.320811;0.2872949;;
22.331;0.3209845;0.2871868;;
22.351;0.320614;0.2867167;;
22.352;0.3207331;0.2867717;;
22.353;0.3209543;0.2870948;;
22.374;0.3205593;0.2864762;;
22.375;0.3210368;0.2869651;;
22.377;0.3211309;0.287012;;
22.398;0.3212731;0.2870799;;
22.399;0.3213795;0.2872832;;
22.401;0.3217492;0.2871953;;
22.422;0.322147;0.2868919;;
22.446;0.3223369;0.2865615;;
22.467;0.3222903;0.2856859;;
22.491;0.3225482;0.2833971;;
22.492;0.3223017;0.2805216;;
22.513;0.3217305;0.2771146;;
22.515;0.3212209;0.2735187;;
22.515;0.3214303;0.2722244;;
22.536;0.320824;0.2703587;;
22.537;0.3210853;0.2693852;;
22.562;0.3211969;0.2684393;;
22.564;0.3212196;0.2678189;;
22.567;0.3211657;0.267056;;
22.588;0.3210427;0.2661774
22.589;0.3210187;0.2653173
22.611;0.3211621;0.2641351
22.634;0.3214163;0.2628769
22.657;0.3230718;0.2573004
22.658;0.3238048;0.2519222
22.679;0.3246388;0.2464532
22.68;0.3272999;0.2405655
22.702;0.3297268;0.2349512
22.704;0.3319558;0.2296741
22.723;0.3329418;0.2287829
22.724;0.3327934;0.2284253
22.446;0.3223369;0.2865615;;
22.467;0.3222903;0.2856859;;
22.491;0.3225482;0.2833971;;
22.492;0.3223017;0.2805216;;
22.513;0.3217305;0.2771146;;
22.515;0.3212209;0.2735187;;
22.515;0.3214303;0.2722244;;
22.536;0.320824;0.2703587;;
22.537;0.3210853;0.2693852;;
22.562;0.3211969;0.2684393;;
22.564;0.3212196;0.2678189;;
22.567;0.3211657;0.267056;;
22.588;0.3210427;0.2661774;;
22.589;0.3210187;0.2653173;;
22.611;0.3211621;0.2641351;;
22.634;0.3214163;0.2628769;;
22.657;0.3230718;0.2573004;;
22.658;0.3238048;0.2519222;;
22.679;0.3246388;0.2464532;;
22.68;0.3272999;0.2405655;;
22.702;0.3297268;0.2349512;;
22.704;0.3319558;0.2296741;;
22.723;0.3329418;0.2287829;;
22.724;0.3327934;0.2284253;;
22.747;0.3326986;0.2279922
22.748;0.3326893;0.2274086
22.769;0.3325256;0.2268804
22.772;0.3323578;0.2264102
22.798;0.3322352;0.2262146
22.799;0.3320859;0.2263019
22.8;0.3344497;0.2207162
22.801;0.3344317;0.221001
22.802;0.3371603;0.2165765
22.822;0.3371074;0.2171399
22.823;0.3383871;0.2165175
22.825;0.338348;0.2172389
22.826;0.3395954;0.2168705
22.827;0.3395693;0.217251
22.847;0.3394008;0.2182818
22.847;0.33914;0.2195558
22.848;0.3393373;0.2200205
22.849;0.3392044;0.2212118
22.869;0.3394398;0.2216744
22.87;0.3391135;0.2230952
22.871;0.3393503;0.2236508
22.588;0.3210427;0.2661774;;
22.589;0.3210187;0.2653173;;
22.611;0.3211621;0.2641351;;
22.634;0.3214163;0.2628769;;
22.657;0.3230718;0.2573004;;
22.658;0.3238048;0.2519222;;
22.679;0.3246388;0.2464532;;
22.68;0.3272999;0.2405655;;
22.702;0.3297268;0.2349512;;
22.704;0.3319558;0.2296741;;
22.723;0.3329418;0.2287829;;
22.724;0.3327934;0.2284253;;
22.747;0.3326986;0.2279922;;
22.748;0.3326893;0.2274086;;
22.769;0.3325256;0.2268804;;
22.772;0.3323578;0.2264102;;
22.798;0.3322352;0.2262146;;
22.799;0.3320859;0.2263019;;
22.8;0.3344497;0.2207162;;
22.801;0.3344317;0.221001;;
22.802;0.3371603;0.2165765;;
22.822;0.3371074;0.2171399;;
22.823;0.3383871;0.2165175;;
22.825;0.338348;0.2172389;;
22.826;0.3395954;0.2168705;;
22.827;0.3395693;0.217251;;
22.847;0.3394008;0.2182818;;
22.847;0.33914;0.2195558;;
22.848;0.3393373;0.2200205;;
22.849;0.3392044;0.2212118;;
22.869;0.3394398;0.2216744;;
22.87;0.3391135;0.2230952;;
22.871;0.3393503;0.2236508;;
22.891;0.3390604;0.2250381
22.891;0.3392277;0.2255853
22.893;0.3389342;0.2268015
22.893;0.3389632;0.227352
22.894;0.3386919;0.2286845
22.914;0.3387325;0.2293225
22.914;0.338437;0.2306954
22.915;0.338395;0.2313058
22.916;0.3381405;0.2326578
22.936;0.3381401;0.2333488
22.937;0.3378808;0.2348561
22.937;0.3379335;0.2355088
22.938;0.3376893;0.2371541
22.959;0.3379167;0.2378225
22.96;0.3380177;0.2391968
22.96;0.3384818;0.2398914
22.961;0.3386627;0.2412275
22.981;0.3391707;0.2417403
22.982;0.3393505;0.2428938
22.983;0.3398074;0.2435157
23.003;0.3398061;0.2444565
23.004;0.3402222;0.2450083
23.005;0.3400172;0.246067
23.006;0.340104;0.2465559
23.008;0.3398739;0.2474792
23.027;0.3399454;0.2482096
23.028;0.3398603;0.2492328
23.029;0.3398595;0.2498942
23.03;0.3398583;0.2510148
22.747;0.3326986;0.2279922;;
22.748;0.3326893;0.2274086;;
22.769;0.3325256;0.2268804;;
22.772;0.3323578;0.2264102;;
22.798;0.3322352;0.2262146;;
22.799;0.3320859;0.2263019;;
22.8;0.3344497;0.2207162;;
22.801;0.3344317;0.221001;;
22.802;0.3371603;0.2165765;;
22.822;0.3371074;0.2171399;;
22.823;0.3383871;0.2165175;;
22.825;0.338348;0.2172389;;
22.826;0.3395954;0.2168705;;
22.827;0.3395693;0.217251;;
22.847;0.3394008;0.2182818;;
22.847;0.33914;0.2195558;;
22.848;0.3393373;0.2200205;;
22.849;0.3392044;0.2212118;;
22.869;0.3394398;0.2216744;;
22.87;0.3391135;0.2230952;;
22.871;0.3393503;0.2236508;;
22.891;0.3390604;0.2250381;;
22.891;0.3392277;0.2255853;;
22.893;0.3389342;0.2268015;;
22.893;0.3389632;0.227352;;
22.894;0.3386919;0.2286845;;
22.914;0.3387325;0.2293225;;
22.914;0.338437;0.2306954;;
